company,data,updated_at
mihoyo,"{""ICPIndustry"": ""Gaming"", ""ICPEmployeesRange"": ""501-1000"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Cognosphere Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/mihoyo/"", ""ICPMarketingSignal"": ""Popular global gaming brand"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""mihoyo"", ""email"": """"}",2026-05-11T13:50:30.449693
kalamandir jewellers,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kalamandir-jewellers"", ""ICPMarketingSignal"": ""Local jewelry store"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""kalamandir jewellers"", ""email"": """"}",2026-05-11T13:50:32.630228
pt. arkray,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""501-1000"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Arkray Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/arkray-inc/"", ""ICPMarketingSignal"": ""Healthcare device manufacturing"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt. arkray"", ""email"": """"}",2026-05-11T13:50:34.881355
malaysia airlines,"{""ICPIndustry"": ""Airlines"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""8.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Malaysian Aviation Berhad"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/malaysia-airlines"", ""ICPMarketingSignal"": ""Recent fleet expansion"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""malaysia airlines"", ""email"": """"}",2026-05-11T13:50:56.181863
alibaba group china,"{""ICPIndustry"": ""E-commerce"", ""ICPEmployeesRange"": ""100,000-500,000"", ""ICPRevenueUSD"": ""130B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Alibaba Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/alibaba-group/"", ""ICPMarketingSignal"": ""Global e-commerce presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""alibaba group china"", ""email"": """"}",2026-05-11T13:50:58.431811
presisi digital moderen teknologi,"{""ICPIndustry"": ""Information Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Presisi Digital"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/presisi-digital"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""presisi digital moderen teknologi"", ""email"": """"}",2026-05-11T13:51:00.480874
peora jewellery,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Peora Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/peora-jewellery"", ""ICPMarketingSignal"": ""Online Jewelry Retail"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""peora jewellery"", ""email"": """"}",2026-05-11T13:51:02.445451
jisulife,"{""ICPIndustry"": ""Health and Wellness"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/jisulife"", ""ICPMarketingSignal"": ""Health and wellness product launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""jisulife"", ""email"": """"}",2026-05-11T13:51:04.986034
acumen capital market (india) ltd,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Acumen Capital Market (India) Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/acumen-capital-market-india-ltd"", ""ICPMarketingSignal"": ""Financial services conference attendee"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""acumen capital market (india) ltd"", ""email"": """"}",2026-05-11T13:51:07.243186
everbest shoes,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Everbest Shoes"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/everbest-shoes"", ""ICPMarketingSignal"": ""Online shoe store"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""everbest shoes"", ""email"": """"}",2026-05-11T13:51:09.224896
nomad esim,"{""ICPIndustry"": ""Telecommunications"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Nomad Global Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nomad-esim"", ""ICPMarketingSignal"": ""Online advertising campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""nomad esim"", ""email"": """"}",2026-05-11T13:51:11.124516
tripbtoz,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Tripbtoz Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/tripbtoz"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""tripbtoz"", ""email"": """"}",2026-05-11T13:51:13.398303
"dfnn, inc","{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""DFNN, Inc"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dfnn-inc"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dfnn, inc"", ""email"": """"}",2026-05-11T13:51:15.393639
tech mahindra,"{""ICPIndustry"": ""Information Technology and Services"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Mahindra Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/techmahindra/"", ""ICPMarketingSignal"": ""Global IT services client wins"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""tech mahindra"", ""email"": """"}",2026-05-11T13:51:17.479237
grown alchemist apac,"{""ICPIndustry"": ""Beauty & Personal Care"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Grown Alchemist"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/grown-alchemist"", ""ICPMarketingSignal"": ""Brand Website"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""grown alchemist apac"", ""email"": """"}",2026-05-11T13:51:19.687474
netdragon websoft inc.,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""1001-5000"", ""ICPRevenueUSD"": ""1.2B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""NetDragon Websoft Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/netdragon-websoft-inc"", ""ICPMarketingSignal"": ""Publicly listed"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""netdragon websoft inc."", ""email"": """"}",2026-05-11T13:51:21.985720
ibm,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""80B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""IBM Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ibm/"", ""ICPMarketingSignal"": ""Global enterprise clients, cloud services, AI solutions"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ibm"", ""email"": """"}",2026-05-11T13:51:24.210377
persol apac,"{""ICPIndustry"": ""Staffing and Recruitment"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Persol Holdings Co., Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/persol-apac/"", ""ICPMarketingSignal"": ""Regional staffing services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""persol apac"", ""email"": """"}",2026-05-11T13:51:26.649846
noa inc.,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Noa Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/noa-inc"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""noa inc."", ""email"": """"}",2026-05-11T13:51:28.745102
everest group,"{""ICPIndustry"": ""Management Consulting"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Everest Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/everest-group/"", ""ICPMarketingSignal"": ""Industry recognition and consulting awards"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""everest group"", ""email"": """"}",2026-05-11T13:51:30.855016
sambhv steel,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sambhv Steel"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sambhv-steel"", ""ICPMarketingSignal"": ""Industry trade shows"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sambhv steel"", ""email"": """"}",2026-05-11T13:51:33.455012
avians innovations technology pvt ltd,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Avians Innovations"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/avians-innovations-technology-pvt-ltd"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""avians innovations technology pvt ltd"", ""email"": """"}",2026-05-11T13:51:35.638384
karnex software solutions,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Karnex Software Solutions"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/karnex-software-solutions"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""karnex software solutions"", ""email"": """"}",2026-05-11T13:51:37.652331
nz green building council,"{""ICPIndustry"": ""Environmental & Sustainability"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nz-green-building-council"", ""ICPMarketingSignal"": ""Environmental Certification Program"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""nz green building council"", ""email"": """"}",2026-05-11T13:51:57.927223
wall street english,"{""ICPIndustry"": ""Education"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Wall Street English"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/wall-street-english"", ""ICPMarketingSignal"": ""Language learning platform"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""wall street english"", ""email"": """"}",2026-05-11T13:52:00.281409
sheows,"{""ICPIndustry"": ""Marketing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sheows Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sheows"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sheows"", ""email"": """"}",2026-05-11T13:52:02.227080
gopizza,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""gopizza"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/gopizza"", ""ICPMarketingSignal"": ""Local restaurant chain"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""gopizza"", ""email"": """"}",2026-05-11T13:52:04.174190
hebbevu,"{""ICPIndustry"": ""Agriculture"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Hebbevu Agro Industries"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hebbevu"", ""ICPMarketingSignal"": ""Organic farm produce"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""hebbevu"", ""email"": """"}",2026-05-11T13:52:06.404196
aimil ayouthveda india limited,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""aimil ayouthveda india limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/aimil-ayouthveda-india-limited"", ""ICPMarketingSignal"": ""Industry recognition in manufacturing sector"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""aimil ayouthveda india limited"", ""email"": """"}",2026-05-11T13:52:08.403733
upwayjewellery,"{""ICPIndustry"": ""Retail Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/upwayjewellery"", ""ICPMarketingSignal"": ""Online Jewelry Store"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""upwayjewellery"", ""email"": """"}",2026-05-11T13:52:10.354890
lg electronics,"{""ICPIndustry"": ""Electronics"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""15B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""LG Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/lg-electronics/"", ""ICPMarketingSignal"": ""Global consumer electronics brand"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""lg electronics"", ""email"": """"}",2026-05-11T13:52:12.202097
griffith foods pvt ltd,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Griffith Foods"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/griffith-foods-pvt-ltd"", ""ICPMarketingSignal"": ""Food manufacturing"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""griffith foods pvt ltd"", ""email"": """"}",2026-05-11T13:52:14.081508
tec-do (mobisummer),"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Mobisummer"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/mobisummer"", ""ICPMarketingSignal"": ""Tech startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""tec-do (mobisummer)"", ""email"": """"}",2026-05-11T13:52:16.098579
shopify,"{""ICPIndustry"": ""E-commerce Platforms"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""5B"", ""ICPFundingType"": ""Private"", ""ICPFundingStage"": ""Growth"", ""ICPFUndingAmount"": ""1.2B"", ""ICPParentCompany"": ""Shopify Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/shopify/"", ""ICPMarketingSignal"": ""Global e-commerce platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""shopify"", ""email"": """"}",2026-05-11T13:52:17.998893
bp,"{""ICPIndustry"": ""Oil & Gas"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""150B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""BP p.l.c."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bp/"", ""ICPMarketingSignal"": ""Global oil and gas operations"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bp"", ""email"": """"}",2026-05-11T13:52:19.874135
schneider electric,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""30B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Schneider Electric SE"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/schneider-electric/"", ""ICPMarketingSignal"": ""Global manufacturing leader in energy management and automation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""schneider electric"", ""email"": """"}",2026-05-11T13:52:21.785052
asset plus,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Asset Plus"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/asset-plus"", ""ICPMarketingSignal"": ""Financial services client acquisition"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""asset plus"", ""email"": """"}",2026-05-11T13:52:24.959300
nesta,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nesta/"", ""ICPMarketingSignal"": ""Publicly recognized innovation lab"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""nesta"", ""email"": """"}",2026-05-11T13:52:26.870388
rolls royce power systems,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Rolls-Royce Holdings plc"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/rolls-royce-power-systems/"", ""ICPMarketingSignal"": ""Industry trade shows, B2B manufacturing events"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""rolls royce power systems"", ""email"": """"}",2026-05-11T13:52:29.054693
